Picklist Code,Slot No.,Sale Order Item Code,Shipping Package Code,Sale Order Code,Item SkuCode,Item Type Name,Shelf Code,Picklist Created By,Item Status,Picklist Status,Created,Updated
PK578,1,VKAMHELMET0006-52,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-6,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-13-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-51,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-13-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-72,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-101,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-13-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-19,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-30,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-37,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-64,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-13-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-93,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-66,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-15,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-13-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-47,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-7,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-13-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-82,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-89,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-13-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-91,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-12,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-77,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-31,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-13-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-21,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-38,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-9,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-17,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-87,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-2,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-36,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-13-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-96,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-1,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-76,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-95,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-3,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-27,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-5,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-92,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-99,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-13-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-81,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-13-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-86,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-60,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-13,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-13-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0008-0,VKMU04983,7V4198PF,VKAMHELMET0008,Autofy Habsolite Ecco Grey & Black Star Front Open Helmet,L-01-08-01,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-28,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0008-2,VKMU04983,7V4198PF,VKAMHELMET0008,Autofy Habsolite Ecco Grey & Black Star Front Open Helmet,L-01-08-01,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-63,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-13-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-8,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-94,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-88,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-71,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-42,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-97,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-67,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-34,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0025-1,VKMU04983,7V4198PF,VKAMHELMET0025,Autofy Habsolite Apache White Full Face Helmet,L-01-14-01,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-73,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-10,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-23,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-13-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-48,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-13-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-53,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-84,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-26,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-85,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-13-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-100,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-41,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-4,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-13-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-55,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-18,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-45,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-70,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-11,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-13-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-44,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-68,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-46,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-13-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-22,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-75,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-102,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-29,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-90,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-58,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-57,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0008-1,VKMU04983,7V4198PF,VKAMHELMET0008,Autofy Habsolite Ecco Grey & Black Star Front Open Helmet,L-01-08-01,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-49,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-13-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-25,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-13-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-16,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-13-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-80,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-24,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-11-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-35,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-03,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-20,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,L-02-12-04,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
PK578,1,VKAMHELMET0006-40,VKMU04983,7V4198PF,VKAMHELMET0006,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,U-02-12-02,raju.paswan@vendorskart.com,RECEIVED,CLOSED,2017-06-10 14:22:04,2017-06-12 13:03:28
